-1,-1,62.0,62.0,62.0,62.0,63.0,63.0,62.0,65.0,62.0,62.0,65.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,64.0,61.0,61.0,61.0,61.0,63.0,61.0,61.0,64.0,64.0,64.0,63.0,63.0,60.0,68.0,60.0,62.0,60.0,60.0,59.0,59.0,59.0
-1,-1,63.0,63.0,63.0,63.0,63.0,74.0,65.0,63.0,63.0,63.0,63.0,63.0,-1,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,70.0,62.0,62.0,62.0,65.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,70.0,61.0,60.0,60.0,60.0,69.0,60.0,60.0,60.0,60.0,60.0,60.0
-1,-1,63.0,63.0,63.0,63.0,63.0,63.0,63.0,66.0,63.0,63.0,66.0,63.0,63.0,63.0,63.0,66.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,65.0,62.0,62.0,62.0,65.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,69.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,63.0,60.0,63.0
-1,-1,64.0,64.0,64.0,64.0,66.0,66.0,64.0,66.0,66.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,65.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,62.0,61.0,64.0,64.0,64.0,61.0,63.0,61.0,61.0,69.0,63.0,63.0
-1,-1,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,71.0,64.0,66.0,71.0,66.0,64.0,66.0,64.0,64.0,66.0,63.0,66.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,65.0,62.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,61.0,61.0,64.0,61.0,61.0,63.0,69.0,63.0,60.0
-1,-1,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,66.0,64.0,64.0,64.0,64.0,64.0,66.0,63.0,66.0,63.0,63.0,71.0,63.0,66.0,65.0,63.0,65.0,62.0,62.0,62.0,62.0,64.0,64.0,62.0,64.0,61.0,61.0,64.0,61.0,64.0,70.0,61.0
-1,-1,65.0,65.0,65.0,65.0,67.0,65.0,67.0,65.0,65.0,67.0,65.0,67.0,67.0,65.0,67.0,64.0,64.0,67.0,64.0,67.0,64.0,64.0,66.0,64.0,64.0,66.0,63.0,63.0,63.0,63.0,66.0,63.0,63.0,63.0,65.0,62.0,62.0,62.0,65.0,62.0,62.0,64.0,64.0,61.0,69.0,61.0,61.0,61.0
-1,-1,65.0,65.0,65.0,65.0,65.0,65.0,65.0,68.0,68.0,65.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,67.0,64.0,64.0,66.0,66.0,-1,64.0,65.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,62.0,65.0,62.0,62.0,62.0,62.0,64.0,62.0,70.0,64.0,64.0
-1,-1,66.0,66.0,66.0,66.0,68.0,66.0,68.0,66.0,66.0,68.0,65.0,65.0,-1,65.0,65.0,65.0,65.0,68.0,65.0,65.0,67.0,64.0,67.0,64.0,64.0,67.0,64.0,64.0,64.0,64.0,64.0,63.0,63.0,67.0,63.0,63.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,65.0,70.0,64.0,62.0
-1,-1,66.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,68.0,65.0,65.0,65.0,65.0,65.0,67.0,64.0,67.0,67.0,67.0,64.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,62.0,62.0,65.0,65.0
-1,-1,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,65.0,-1,65.0,67.0,67.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,66.0,66.0,63.0,66.0,66.0,63.0,63.0,65.0,65.0,62.0,62.0,-1,62.0,65.0
-1,-1,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,69.0,69.0,69.0,69.0,68.0,66.0,68.0,66.0,66.0,68.0,68.0,68.0,68.0,65.0,65.0,68.0,68.0,67.0,67.0,67.0,65.0,68.0,64.0,64.0,67.0,64.0,67.0,67.0,-1,-1,-1,63.0,63.0,63.0,66.0,63.0,-1,-1,-1,-1
-1,-1,67.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,66.0,69.0,66.0,66.0,69.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,68.0,65.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,67.0,-1,63.0,-1,-1,-1,-1,-1,62.0,62.0,62.0
-1,-1,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,67.0,69.0,67.0,67.0,69.0,66.0,66.0,66.0,66.0,66.0,69.0,68.0,68.0,68.0,68.0,66.0,65.0,65.0,68.0,65.0,65.0,65.0,68.0,65.0,-1,-1,-1,64.0,-1,64.0,-1,64.0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,69.0,67.0,67.0,67.0,67.0,69.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,68.0,-1,65.0,65.0,65.0,65.0,65.0,65.0,65.0,-1,-1,70.0,-1,-1,-1,-1,63.0,-1,63.0,-1,-1,-1
-1,-1,67.0,67.0,67.0,67.0,67.0,67.0,70.0,70.0,70.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,-1,66.0,66.0,65.0,-1,65.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,63.0,63.0,63.0,63.0,63.0,-1,-1,-1
67.0,67.0,-1,67.0,67.0,67.0,67.0,70.0,70.0,70.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,-1,-1,66.0,-1,66.0,66.0,65.0,65.0,-1,66.0,68.0,-1,64.0,65.0,65.0,-1,-1,-1,64.0,64.0,64.0,-1,-1,-1,-1,-1,63.0,-1,-1
67.0,67.0,67.0,67.0,68.0,68.0,70.0,70.0,68.0,70.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,-1,67.0,-1,-1,65.0,65.0,-1,65.0,68.0,68.0,65.0,65.0,65.0,64.0,65.0,64.0,64.0,64.0,-1,-1,-1,-1,-1,-1,-1,-1,64.0,-1
70.0,67.0,68.0,68.0,68.0,68.0,74.0,68.0,68.0,70.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,67.0,69.0,67.0,65.0,65.0,65.0,65.0,65.0,-1,-1,68.0,68.0,68.0,68.0,68.0,68.0,-1,-1,-1,-1,64.0,-1,-1,-1,-1,-1,-1
67.0,70.0,68.0,70.0,68.0,74.0,68.0,68.0,70.0,70.0,70.0,68.0,68.0,68.0,70.0,68.0,67.0,70.0,67.0,67.0,67.0,67.0,69.0,67.0,69.0,69.0,67.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,65.0,-1,68.0,65.0,64.0,64.0,64.0,-1,-1,-1,-1,-1,-1,-1
